,Company,TypeName,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,GpuType,OpSys,Weight,Price_euros
467,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,2TB HDD,AMD,Radeon,Windows 10,2.02kg,759.0
468,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,12GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,3.78kg,1699.0
469,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel,Core i7 6600U,2.6GHz,12GB,256GB SSD,Intel,HD Graphics,Windows 10,1.4kg,1858.0
470,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 8550U,1.8GHz,8GB,512GB SSD,Intel,UHD Graphics,Windows 10,1.29kg,1999.0
471,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,500GB HDD,AMD,FirePro W4190M,Windows 10,1.9kg,1154.0
472,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel,Core i5 7Y57,1.2GHz,8GB,128GB SSD,Intel,HD Graphics,Chrome OS,1.1kg,1275.0
473,Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.42kg,1841.85
474,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6GHz,12GB,128GB SSD +  1TB HDD,Intel,HD Graphics,Windows 10,2.06kg,1299.0
475,Dell,Notebook,14.0,1366x768,Intel,Core i3 6100U,2.3GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,1.79kg,740.0
476,Dell,Workstation,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 10,1.78kg,2408.0
477,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,180GB SSD,Intel,HD Graphics,Windows 10,1.7kg,1364.0
478,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,1TB HDD,AMD,Radeon,Windows 10,2.2kg,675.0
479,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.05kg,1672.0
480,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,8GB,512GB SSD,Nvidia,GeForce,Windows 10,2.16kg,1262.0
481,Dell,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.18kg,586.6
482,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,128GB SSD,Intel,UHD Graphics,Windows 10,1.49kg,726.0
483,Chuwi,Notebook,15.6,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44GHz,4GB,64GB Flash Storage,Intel,HD,Windows 10,1.89kg,248.9
484,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.3kg,565.0
485,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.75kg,1049.0
486,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,2.7GHz,16GB,512GB SSD,Nvidia,Quadro,Windows 10,2.17kg,2338.0
487,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD,Nvidia,GeForce GTX,Windows 10,2.06kg,1899.0
488,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1798.0
489,Asus,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,0.91kg,1950.0
490,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.3kg,1011.99
491,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,32GB,512GB SSD,Intel,HD Graphics,Windows 10,1.05kg,2799.0
492,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.99kg,1350.0
493,Acer,Notebook,15.6,1366x768,AMD,A10-Series 9620P,2.5GHz,8GB,1TB HDD,AMD,Radeon RX,Windows 10,2.2kg,579.0
494,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,2.6GHz,24GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.33kg,1269.0
495,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel,Core i5 6200U,2.3GHz,8GB,180GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1099.0
496,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,2.17kg,898.9
497,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,8GB,1TB SSD,Intel,HD Graphics,Windows 10,1.48kg,1749.0
498,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.4kg,949.0
499,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,911.0
500,Asus,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,64GB Flash Storage,Intel,HD Graphics,Windows 10 S,1.2kg,340.0
501,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,AMD,Radeon,Windows 10,1.91kg,618.99
502,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.4kg,1599.0
503,Lenovo,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,299.0
504,Lenovo,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,16GB SSD,Intel,HD Graphics,Chrome OS,1.25kg,265.0
505,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.44kg,949.0
506,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD +  1TB HDD,Intel,HD Graphics,Windows 10,2kg,1224.0
507,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.2kg,613.0
508,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.34kg,1323.0
509,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,No OS,2.4kg,1149.0
510,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD,Intel,HD Graphics,Windows 10,1.29kg,899.0
511,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,4GB,500GB HDD,Nvidia,GeForce,Windows 10,2.2kg,639.0
512,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.18kg,836.0
513,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,16GB,256GB SSD +  2TB HDD,AMD,Radeon,Windows 10,2.2kg,1219.24
514,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8GHz,16GB,256GB SSD,Nvidia,GeForce,No OS,1.95kg,1399.95
515,Asus,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,2GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.1kg,245.0
516,HP,Notebook,15.6,Touchscreen 1366x768,Intel,Core i5 8250U,1.6GHz,4GB,1TB HDD,Intel,UHD Graphics,Windows 10,2.04kg,521.47
517,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,24GB,512GB SSD,Nvidia,GeForce,Windows 10,2.24kg,2968.0
518,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.04kg,889.0
519,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX1050,Windows 10,3kg,1504.0
520,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.2kg,1399.0
521,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.32kg,1399.0
522,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.64kg,1279.73
523,HP,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.63kg,689.0
524,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,128GB SSD +  1TB HDD,AMD,Radeon,Linux,2.8kg,889.0
525,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,2.02kg,1340.0
526,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.2kg,799.0
527,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,8GB,2TB HDD,Nvidia,GeForce 920MX,No OS,2.2kg,459.0
528,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,AMD,Radeon R5,Windows 10,2.3kg,585.0
529,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7440HQ,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.9kg,1377.0
530,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,3012.77
531,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,500GB HDD,Intel,HD Graphics,Windows 10,2.0kg,860.0
532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2kg,1299.0
533,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1GHz,4GB,32GB SSD,Intel,HD Graphics,Windows 10,1.2kg,369.0
534,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.3kg,1649.0
535,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.93kg,1369.0
536,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,8GB,256GB SSD,AMD,Radeon,Windows 10,2.2kg,797.41
537,HP,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N3710,1.6GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.86kg,398.99
538,HP,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,12GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.62kg,1799.0
539,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.87kg,859.0
540,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 8550U,1.8GHz,8GB,256GB SSD,Intel,UHD Graphics,Windows 10,1.2kg,1399.0
541,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.6kg,735.87
542,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.34kg,1145.0
543,Acer,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1TB HDD,Nvidia,GeForce GTX,Linux,2.4kg,798.0
544,Asus,Notebook,15.6,1366x768,AMD,E-Series 7110,1.8GHz,4GB,500GB HDD,AMD,Radeon R2,Windows 10,2kg,349.0
545,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.1kg,705.5
546,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.87kg,785.0
547,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,2.15kg,462.35
548,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.86kg,397.0
549,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.99kg,1729.0
550,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.2kg,499.0
551,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.9kg,1116.99
552,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,2699.0
553,HP,Notebook,17.3,1600x900,Intel,Core i3 6006U,2GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.65kg,544.15
554,HP,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.63kg,1280.0
555,Asus,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,500GB HDD,Intel,HD Graphics,Linux,2kg,224.0
556,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Atom x5-Z8350,1.44GHz,4GB,32GB Flash Storage,Intel,HD,Windows 10,1.35kg,255.0
557,Lenovo,Notebook,17.3,1600x900,Intel,Core i7 7500U,2.7GHz,6GB,128GB SSD +  1TB HDD,Nvidia,GeForce,Windows 10,2.8kg,949.0
558,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A10-Series A10-9620P,2.5GHz,6GB,128GB SSD,AMD,Radeon,Windows 10,1.91kg,568.9
559,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,AMD,Radeon R5,Windows 10,2.18kg,617.9
560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Celeron Dual Core N3350,2.0GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.25kg,349.0
561,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7130U,2.7GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.05kg,630.0
562,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core M 6Y75,1.2GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.16kg,1965.0
563,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 10,3.4kg,2999.0
564,Asus,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.5kg,839.0
565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 8250U,1.6GHz,8GB,128GB SSD,Intel,UHD Graphics,Windows 10,1.21kg,1599.0
566,Dell,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.93kg,959.0
567,Fujitsu,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.2kg,739.0
568,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Pentium Quad Core N4200,1.1GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.2kg,344.0
569,Lenovo,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.02kg,990.0
570,HP,Workstation,17.3,1600x900,Intel,Core i5 7440HQ,2.8GHz,8GB,500GB HDD,Nvidia,Quadro,Windows 10,3.14kg,1860.99
571,HP,Notebook,14.0,1366x768,Intel,Pentium Quad Core N3710,1.6GHz,8GB,2TB HDD,Intel,HD Graphics,Windows 10,1.94kg,389.0
572,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD,A9-Series A9-9420,3GHz,6GB,256GB SSD,AMD,Radeon,Windows 10,1.95kg,649.0
573,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,830.0
574,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.05kg,685.0
575,Mediacom,Notebook,14.0,Full HD 1920x1080,Intel,Atom x5-Z8350,1.44GHz,4GB,32GB SSD,Intel,HD,Windows 10,1.4kg,249.0
576,Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.24kg,1865.0
577,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,32GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.6kg,2663.0
578,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7820HK,2.9GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.14kg,2729.0
579,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,AMD,Radeon R5,Linux,2.2kg,749.01
580,Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1GHz,4GB,32GB SSD,Intel,HD Graphics,Windows 10,1.45kg,389.0
581,Dell,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6GHz,8GB,500GB HDD,Intel,HD Graphics,Windows 10,1.9kg,1008.52
582,HP,Notebook,13.3,Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.49kg,719.0
583,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,16GB,256GB SSD,Nvidia,GeForce,Windows 10,1.93kg,1537.39
584,Dell,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,16GB Flash Storage,Intel,HD Graphics,Chrome OS,1.26kg,295.0
585,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.5kg,2349.0
586,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.78kg,1498.0
587,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,12GB,256GB SSD,Intel,HD Graphics,Windows 10,1.4kg,1673.0
588,Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel,Core i7 8550U,1.8GHz,12GB,1TB HDD,Intel,HD Graphics,Windows 10,2.2kg,609.0
589,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.73kg,1770.0
590,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.2kg,739.0
591,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6GHz,12GB,512GB SSD,AMD,Radeon,Windows 10,2.2kg,949.0
592,Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Core M 7Y30,1.0GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.39kg,603.0
593,Samsung,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.5kg,1699.0
594,Lenovo,Notebook,17.3,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,2.8kg,529.0
595,Lenovo,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.29kg,459.0
596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.37kg,2025.0
597,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.7kg,1474.0
598,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.34kg,1670.0
599,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Nvidia,Quadro,Windows 10,2.06kg,1763.0
600,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.84kg,1219.0
601,HP,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,668.48
602,Acer,Notebook,14.0,Full HD 1920x1080,Intel,Celeron Quad Core N3450,1.1GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.6kg,329.0
603,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.14kg,2199.0
604,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2GHz,4GB,1TB HDD,AMD,Radeon R5,Linux,2.18kg,465.0
605,MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia,GeForce GTX,Windows 10,1.8kg,2299.0
606,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.2kg,1399.0
607,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,6GB,1TB HDD,Intel,HD Graphics,Windows 10,2.4kg,564.0
608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2kg,1299.0
609,Acer,Notebook,14.0,1366x768,Intel,Pentium Quad Core N3710,1.6GHz,4GB,128GB Flash Storage,Intel,HD Graphics,Windows 10,1.6kg,349.0
610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Xeon E3-1535M v6,3.1GHz,32GB,1TB SSD,Nvidia,Quadro,Windows 10,2.5kg,4899.0
611,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.59kg,879.01
612,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2.18kg,443.9
613,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,Intel,HD Graphics,Linux,2.25kg,359.0
614,Dell,Notebook,15.6,1366x768,Intel,Core i5 7300U,2.6GHz,4GB,500GB HDD,Intel,HD Graphics,Linux,1.93kg,869.0
615,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3kg,1168.0
616,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,128GB SSD,AMD,Radeon R5,Linux,2.18kg,569.0
617,HP,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.84kg,1389.0
618,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.94kg,2267.86
619,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel,Celeron Quad Core N3160,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.25kg,379.0
620,HP,Notebook,14.0,1366x768,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.31kg,1124.0
621,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.65kg,1465.0
